artist,title,play_count,spotify_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,timeSignature,valence
JID,Off Deez (with J. Cole),125,3JAeYOjyJodI4PRs44lx2l,0,0.84,0.58,0,9,0.11,-6.16,1,0.24,85.49,4,0.43
Mac Miller,Come Back to Earth,125,01z2fBGB8Hl3Jd3zXe4IXR,0.89,0.27,0.24,0.01,2,0.28,-12.15,0,0.03,83.51,4,0.12
Maggie Rogers,Back in My Body,125,0DlMSBJh9uo52DieTYVXLw,0.34,0.44,0.75,0,4,0.14,-6.07,1,0.06,163.95,4,0.28
The Strokes,"Alone, Together",125,4UmJMAY5TqXPAnsDW1Mci7,0.01,0.52,0.86,0.89,7,0.06,-5.76,1,0.03,143.02,4,0.96
Juanpalitoschinos,Lo que tú me das,124,1yXiLIBmJau1WnLruUy3k5,0.5,0.8,0.7,0,9,0.1,-7.99,1,0.04,108.99,4,0.74
Kacy Hill,To Someone Else,124,0Lc5K9EYuohUPhyFLsekeY,0.52,0.62,0.56,0.19,1,0.11,-8.26,1,0.04,170.07,4,0.24
Kanye West,Famous,124,19a3JfW8BQwqHWUMbcqSx8,0.07,0.47,0.74,0,6,0.1,-3.72,1,0.12,173.94,4,0.41
Milo Korbenski,Witch in the Cut,124,1cSnlLEt2AjrbmUDNqTwxL,0.88,0.72,0.39,0.01,8,0.11,-14.81,0,0.04,87,4,0.75
Noname,Song 31,124,105B29hndiUnoDija2lxf6,0.72,0.58,0.53,0,11,0.15,-7.88,1,0.07,97.35,4,0.4
The Strokes,Soma,124,6gU7ohksNd6LsEJMWfDRhp,0.07,0.5,0.71,0,0,0.08,-7.34,1,0.03,148.93,4,0.48
The Strokes,When It Started,124,3iiObSfkcBsETljmSB4Hcs,0.27,0.72,0.65,0,0,0.15,-8.11,1,0.03,131.96,4,0.9
Vince Staples,BagBak,124,5POEFQCKtD0QxYLfZ2kqEx,0.05,0.76,0.83,0,1,0.09,-4.53,1,0.08,82.01,4,0.92
Blondshell,Kiss City,123,1YlqPQXvRAUzDYAkqNw89K,0.1,0.44,0.57,0,6,0.23,-5.55,0,0.04,82.99,4,0.5
Bumper,Red Brick,123,13cnHG337rKv5qgBZl9EcA,0.06,0.8,0.51,0,0,0.12,-7.19,1,0.04,104.02,4,0.74
Childish Gambino,Summertime Magic,123,4j3GWI86JvSaF0BLdmgcfF,0.01,0.76,0.58,0,0,0.11,-7.37,1,0.06,100.01,4,0.13
Lorde,Ribs,123,2MvvoeRt8NcOXWESkxWn3g,0.53,0.51,0.47,0.61,4,0.11,-9.28,1,0.09,127.98,4,0.04
MJ Lenderman,Rudolph,123,0HJll1OUSh4FUrDUKG0ikX,0.02,0.46,0.59,0.06,11,0.34,-6.48,0,0.04,177.99,4,0.79
Slow Pulp,Cramps,123,6ZicV1wwyyYqo1UYBFw1TJ,0,0.24,0.89,0.76,5,0.17,-7.61,1,0.03,139.08,4,0.49
Snail Mail,The 2nd Most Beautiful Girl In The World,123,0dbg1bN08ycCPvsgT9JZLF,0,0.31,0.88,0,3,0.24,-4.23,1,0.03,164.33,4,0.92
The Japanese House,Dionne (feat. Justin Vernon),123,15gL4n95OG5KEQLCMXPQzp,0.37,0.31,0.73,0.01,4,0.1,-6.1,1,0.1,149.87,4,0.27
The Strokes,Barely Legal,123,21Ay8Y9Pr91nSauPGtK6MW,0,0.42,0.88,0.05,0,0.09,-6.29,1,0.04,157.81,4,0.85
Kendrick Lamar,Ronald Reagan Era,122,71d1KcqByBe8cl0NhFUKVU,0.02,0.42,0.83,0,1,0.39,-4.99,0,0.34,167.47,4,0.3
Lorde,Tennis Court,122,74fpNVAJrKGQuqHETi4WSt,0.01,0.76,0.57,0,0,0.26,-8.59,1,0.06,89.99,4,0.43
Odie,Miss Summer,122,58VNpcJpI5dEKxYByCkbXc,0.6,0.59,0.53,0,0,0.09,-9.96,1,0.03,133.98,4,0.13
Saba,Stay Right Here,122,16DHWSDlEa5K0JbMHnuMXM,0.13,0.75,0.54,0,9,0.28,-7.44,0,0.45,129.93,4,0.63
The Strokes,Trying Your Luck,122,5KupfEBaVJwL7D2ZN0n1Q1,0.01,0.5,0.69,0.01,9,0.13,-9.43,0,0.03,143.9,4,0.62
Kid Cudi,Creepers,121,6vO5OZ18h33ZO40S9plFDx,0.02,0.59,0.74,0,2,0.1,-8,1,0.09,198,4,0.07
Skepta,Bullet From A Gun,121,0gEV1AR0gd59DzrMJalYcK,0.47,0.87,0.69,0,0,0.28,-6.3,0,0.3,134.96,4,0.5
Steve Lacy,Bad Habit,121,4k6Uh1HXdhtusDW5y8Gbvy,0.63,0.69,0.51,0,1,0.38,-7.1,1,0.04,168.96,4,0.69
TV Girl,Birds Dont Sing,121,21LkHnuxPxVrOZ5gCaG7aM,0.02,0.61,0.94,0,7,0.14,-4.55,1,0.06,106.57,4,0.81
Del Water Gap,Ode to a Conversation Stuck in Your Throat,120,5YqSrjQBvCpsnEZjYyUiOb,0.06,0.57,0.8,0,11,0.19,-6.78,1,0.07,87.53,4,0.62
John Roseboro,La Nuit Des Temps,120,2XPeA7uDebz6ZfVmuUMhmg,0.72,0.59,0.33,0,5,0.09,-10.9,1,0.03,134.3,4,0.49
Kanye West,Real Friends,120,66Q3fAmSX5eHamgbKa9alP,0.26,0.44,0.74,0,6,0.14,-6.25,0,0.48,81.4,4,0.12
Paul McCartney,Seize The Day (feat. Phoebe Bridgers),120,4ByvgSH9KPxMQqqXFR9797,0.63,0.21,0.46,0.02,1,0.11,-10.54,0,0.05,178.01,4,0.43
Slow Pulp,Carina Phone 1000,120,5UXzudL7y8TgoakbCfxetc,0.74,0.26,0.34,0,2,0.09,-7.84,1,0.03,174.02,4,0.43
SZA,Go Gina,120,6Vmow8PuUaU7W1T2WWLZk2,0.8,0.6,0.61,0,9,0.39,-6.63,1,0.11,80.18,4,0.46
"Whatever, Dad",Death of the Phone Call,120,0rqmz5sfGHvItf7gTwFOho,0.98,0.36,0.08,0,9,0.1,-17.46,1,0.04,148.67,4,0.11
Blue Deputy,I Hate Steven Singer,119,2KvBk6VeZ4VxkXND41fhZX,0.08,0.49,0.84,0,9,0.29,-9.22,1,0.04,135.04,4,0.28
Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",119,36J0iaPDGbYGsHvYpaYs3k,0.04,0.76,0.59,0,0,0.06,-5.37,1,0.36,149.8,4,0.72
Grimes,Oblivion,119,3LGsgpx4TfxhXbr07OFKqs,0.12,0.7,0.53,0.9,2,0.09,-8.84,1,0.03,155.97,4,0.49
Rosario,how this life goes,119,1GEmlAety9SFthE0KIYJaJ,0.05,0.64,0.73,0,11,0.27,-6.31,1,0.03,99.97,4,0.87
The Strokes,Take It or Leave It,119,0seTertVGvHrEJu7hlIWRq,0,0.43,0.91,0.37,2,0.14,-6.2,0,0.04,154.06,4,0.48
Alvvays,The Agency Group,118,2yTfsCxRS2dnRsBlASvavU,0.22,0.4,0.81,0.82,0,0.12,-4.46,1,0.04,115.77,4,0.47
Arctic Monkeys,Do I Wanna Know?,118,5FVd6KXrgO9B3JPmC8OPst,0.19,0.55,0.53,0,5,0.22,-7.6,1,0.03,85.03,4,0.41
Lorde,Royals,118,2dLLR6qlu5UJ5gk0dKz0h3,0.12,0.67,0.43,0,7,0.13,-9.5,1,0.12,84.88,4,0.34
Olivia Rodrigo,deja vu,118,6HU7h9RYOaPRFeh0R3UeAr,0.59,0.44,0.61,0,9,0.34,-7.24,1,0.12,181.09,4,0.17
Snail Mail,Madonna,118,0ocqOdnVSxojdhFEodwjl0,0.07,0.71,0.63,0,10,0.2,-6.89,0,0.03,123.01,4,0.61
Vulfpeck,Wait For The Moment,118,6Sex737JxUArLplUR9hzPE,0.5,0.77,0.36,0,0,0.08,-9.72,1,0.1,79.21,4,0.68
Alex G,Runner,117,5DRnssBoVo8e7uAQZkNT8O,0.1,0.73,0.7,0.04,11,0.11,-7.22,1,0.03,108.98,4,0.84
Aminé,SHINE,117,1OWGLpptXlHLw1yibeHiHa,0.31,0.7,0.52,0,5,0.17,-8,0,0.31,139.86,4,0.44
Goth Babe,Weekend Friend,117,2d3QlXE6FXFDeodiS66yjM,0.03,0.41,0.59,0.04,1,0.09,-9.73,1,0.03,110.19,4,0.21
Japanese Breakfast,Here Come the Tubular Bells,117,2icQgYcMx0sqCy0LCSwldv,0.19,0.25,0.01,0.83,11,0.11,-22.59,0,0.04,77.59,4,0.06
Joey Bada$$,World Domination,117,1W4qc7UnAuRmT93W8Ad1t1,0.17,0.45,0.94,0.46,1,0.15,-1.6,1,0.27,79.39,4,0.91
Kacy Hill,Everybody's Mother,117,7eGrELUEaTCTGIX9p0RuvI,0.29,0.61,0.35,0,0,0.12,-9.16,1,0.09,139.69,4,0.21
Kanye West,Black Skinhead,117,722tgOgdIbNe3BEyLnejw4,0,0.77,0.81,0,1,0.17,-6.12,1,0.28,130.13,4,0.33
Kanye West,Devil in a New Dress,117,1UGD3lW3tDmgZfAVDh6w7r,0.02,0.44,0.76,0,8,0.16,-4.94,0,0.07,80.08,4,0.21
Kendrick Lamar,Swimming Pools (Drank) (extended version),117,5ujh1I7NZH5agbwf7Hp8Hc,0.12,0.72,0.49,0,1,0.6,-7.75,1,0.4,74.13,4,0.26
Kid Cudi,Soundtrack 2 My Life,117,0rFpcfF0YfvFUYsl99Bw9d,0.47,0.48,0.76,0,9,0.38,-6.65,0,0.14,86.5,4,0.44
Lil Uzi Vert,Paradise,117,3XiNC94b4Tq1xwv70sQJGN,0.09,0.73,0.6,0,6,0.11,-6.74,0,0.07,134.97,4,0.21
Run the Jewels,"Lie, Cheat, Steal",117,1jSUO5zwsnvspZrkWbty4n,0.05,0.54,0.74,0,6,0.19,-7.1,1,0.38,82.74,4,0.38
Tame Impala,Alter Ego,117,6SmV1Oo24nCZBPzIYkL4HZ,0.01,0.32,0.85,0.13,0,0.1,-3.62,1,0.05,129.01,4,0.2
Travi$ Scott,Antidote,117,1wHZx0LgzFHyeIZkUydNXq,0.01,0.71,0.53,0,1,0.12,-5.05,1,0.03,131.05,4,0.13
Waxahatchee,Right Back To It,117,17Zzi8qsn8mdm0t0JTGeQo,0.18,0.66,0.49,0,6,0.13,-7.17,1,0.03,134.15,4,0.17
Arctic Monkeys,R U Mine?,116,2AT8iROs4FQueDv2c8q2KE,0.05,0.52,0.79,0,6,0.7,-4.77,0,0.03,97,4,0.68
Blood Orange,Chewing Gum,116,3jxExv27cf3OSt0BXtAR6Z,0.14,0.62,0.52,0.02,8,0.19,-7.96,0,0.15,168.27,4,0.22
Japanese Breakfast,Everybody Wants To Love You,116,38OvTFIg5ZYRow2sA1jgKo,0.39,0.47,0.88,0.14,7,0.31,-3.32,1,0.04,129.96,4,0.68
Jimi Hendrix,All Along the Watchtower,116,2aoo2jlRnM3A0NyLQqMN2f,0,0.44,0.81,0,8,0.08,-6.24,1,0.06,113.25,4,0.56
Q,If You Care,116,5GnjpllZyvQkBVAa3hhcF0,0,0.71,0.55,0,8,0.1,-11.13,1,0.06,155.91,4,0.71
Suki Waterhouse,"Model, Actress, Whatever",116,4wjE62bHELzlZvE52cxMfL,0.11,0.51,0.5,0,0,0.1,-5.09,1,0.03,83.99,3,0.14
Vince Staples,Big Fish,116,6eL1ncVDtQHgSm3E288TS7,0.48,0.9,0.55,0,3,0.37,-5.71,0,0.31,100.01,4,0.76
Extremely Bad Man,"All the Things Between Us, Pt. II",115,1fyG5qAsE6ZY4xeFhntfve,1,0.34,0.15,0.41,3,0.07,-17.84,1,0.04,85.24,3,0.09
J. Cole,No Role Modelz,115,68Dni7IE4VyPkTOH9mRWHr,0.32,0.69,0.52,0,10,0.05,-8.49,0,0.34,100.03,4,0.49
Ruby Fields,God Bless Turbulence,115,5nurB9pW8ehqogovgQrFeM,0.19,0.57,0.69,0,0,0.1,-6.13,1,0.05,147.14,4,0.64
Tame Impala,Past Life,115,4a9fW33mYR8LhXBOLUhbfF,0.21,0.37,0.78,0,7,0.18,-7.2,0,0.06,145.73,4,0.29
Tanukichan,Like the Sun,115,2TyrtYaaW1feM3CDNqqDZx,0,0.47,0.69,0.87,3,0.08,-8.13,1,0.03,146.02,4,0.24
070 Shake,Guilty Conscience,114,0smgkpVia3VCXgY4qhVJvp,0,0.55,0.66,0,7,0.13,-6.05,1,0.11,179.88,4,0.18
J. Cole,MIDDLE CHILD,114,2JvzF1RMd7lE3KmFlsyZD8,0.19,0.84,0.48,0,8,0.28,-6.9,1,0.24,126.02,4,0.51
Kanye West,Frank's Track,114,20r94xA0bsYNLtYSiOE6r3,0.97,0,0.16,0,11,0.11,-7.05,1,0,0,0,0
Meek Mill,Going Bad (feat. Drake),114,2IRZnDFmlqMuOrYOLnZZyc,0.26,0.89,0.5,0,4,0.25,-6.37,0,0.09,86,4,0.54
Tame Impala,Eventually,114,5M4yti0QxgqJieUYaEXcpw,0.02,0.42,0.62,0,9,0.08,-6.22,0,0.03,77.94,4,0.16
Benjamin Booker,POMPEII STATUES,113,3AHlUiM2WCueDUqBrO5Oe2,0.17,0.65,0.5,0.02,6,0.47,-9.44,1,0.04,83.52,4,0.13
Joji,TEST DRIVE,113,3u9RHP8IpKPZh7bKHw83Ci,0.71,0.65,0.65,0,3,0.11,-8.6,1,0.04,75,4,0.47
Kanye West,Ultralight Beam,113,1eQBEelI2NCy7AUTerX0KS,0.62,0.59,0.4,0,0,0.54,-8.77,0,0.41,105.17,4,0.39
Kendrick Lamar,A.D.H.D,113,2Fw5S2gaOSZzdN5dFoC2dj,0.33,0.61,0.8,0,9,0.11,-6.88,1,0.24,157.74,4,0.58
KIDS SEE GHOSTS,Reborn,113,4RVbK6cV0VqWdpCDcx3hiT,0.34,0.59,0.6,0.04,0,0.2,-7.5,1,0.04,100.05,4,0.23
Luna Li,Confusion Song,113,3xYyoN7FZQlDUBoK8y3F3M,0.56,0.45,0.63,0,1,0.12,-8.38,1,0.06,180.01,4,0.38
MJ Lenderman,Manning Fireworks,113,6Ge9RrMoV65nlpjQ5YJOut,0.7,0.59,0.24,0.01,7,0.1,-10.65,1,0.03,94.09,3,0.45
Sidney Gish,Presumably Dead Arm (617 Sessions),113,0fxFgwH7bTRPa31TaRJAqw,0.83,0.48,0.27,0,10,0.16,-9.46,1,0.04,114.48,4,0.29
Slow Pulp,Slugs,113,4iTX1HFVrva7chgeMaeR4d,0.29,0.6,0.52,0,4,0.36,-7.46,1,0.03,141.04,4,0.57
"Tyler, The Creator",See You Again (feat. Kali Uchis),113,7KA4W4McWYRpgf0fWsJZWB,0.37,0.56,0.56,0,6,0.11,-9.22,1,0.1,78.56,4,0.62
Buddy ROSS,Running Around,112,6XuIiBfpHTVc6CNw8qXqqJ,0.89,0.4,0.31,0.69,7,0.1,-20.73,1,0.05,181.88,3,0.36
Dean Blunt,100,112,784VjdNkpXhFV0RHquzsi2,0,0.61,0.81,0.07,10,0.27,-6.47,0,0.02,102.21,4,0.48
Domo Genesis,Dapper (feat. Anderson .Paak),112,2Nh2cMryoXl7BrZoIeN2Pr,0.07,0.75,0.59,0,1,0.39,-9.49,0,0.08,112.57,4,0.56
Frank Ocean,Fertilizer,112,6jypaMkKsoc5npsVzxhksl,0.69,0.71,0.57,0.07,11,0.29,-7.13,1,0.08,115.86,4,0.96
Frank Ocean,Start,112,0GAE689kVy7sFT2QWZH1Xa,0.74,0.35,0.33,0.93,7,0.56,-19.76,1,0.15,82.85,5,0.03
Kanye West,Highlights,112,4qYLPta5HZ36idWiXtqh7B,0.01,0.55,0.63,0,2,0.31,-6.24,1,0.21,101.97,4,0.35
Steve Lacy,C U Girl,112,6FBzhcfgGacfXF3AmtfEaX,0.66,0.41,0.47,0.05,11,0.13,-8.91,0,0.12,100,4,0.41
The War on Drugs,I Don't Live Here Anymore (feat. Lucius),112,5Uou8idst1XJc0F6MRAk5S,0,0.48,0.87,0,5,0.1,-3.98,1,0.04,110.03,4,0.47
BROCKHAMPTON,MILK,111,7ttVZD2510CE1pXJPJp0OQ,0.04,0.59,0.45,0,5,0.32,-8.76,1,0.05,75.01,4,0.28
Clairo,Alewife,111,22ZtrdeNCLypnWuFP3MvcW,0.93,0.43,0.33,0.05,3,0.1,-13.29,1,0.03,102.97,4,0.26
Jimi Hendrix,Voodoo Child (Slight Return),111,2AxCeJ6PSsBYiTckM0HLY7,0.49,0.38,0.91,0.02,8,0.05,-6.6,1,0.29,87.46,4,0.42
Mando Fenn,Mango,111,47vavGpObeSQdH53qhOmvy,0.01,0.85,0.57,0.33,7,0.48,-10.58,1,0.03,96.98,4,0.63
MGMT,Electric Feel,111,3FtYbEfBqAlGO46NUDQSAt,0.07,0.76,0.8,0.29,1,0.35,-3.71,1,0.04,103.04,3,0.56
Pusha T,Santeria,111,4LKSaRoKNnlpKXTT663BrT,0.14,0.62,0.68,0,8,0.1,-4.1,1,0.2,88.68,4,0.09
Rahill,Futbol,111,2NyVorZULoYzdqlxp6Hr2m,0.82,0.7,0.71,0.67,7,0.08,-8.99,0,0.06,94,4,0.38
Slow Pulp,Yard,111,2HWcAtHUtY2JQAHafbq1GR,0.94,0.21,0.26,0,2,0.11,-10.25,1,0.04,211.87,4,0.36
A$AP Mob,Put That On My Set (feat. A$AP Rocky & Skepta),110,2kwxN1whHc0YR0cBHR5iOi,0.11,0.75,0.55,0,1,0.11,-8.56,1,0.08,111.96,4,0.16
Alvvays,Your Type,110,0J4syEDciNBH9RKDZiONYT,0,0.23,0.92,0.11,2,0.07,-3.63,1,0.1,199.88,4,0.28
Childish Gambino,IV. Sweatpants,110,4NvXTrOSsVlCw0bFe3lKY9,0.15,0.71,0.47,0,1,0.64,-9.33,0,0.14,80.03,4,0.58
Father John Misty,Bored in the USA,110,2PKTpxHHNOCAqs112xEb1V,0.88,0.41,0.13,0,2,0.32,-10.91,0,0.03,97.54,4,0.31
Ghetto Sage,Häagen Dazs,110,0i1qCBWE1JbfbCBPAofuHT,0.28,0.56,0.54,0,0,0.14,-7.1,1,0.38,79.09,4,0.64
Joey Bada$$,Paper Trail$,110,23bOfmnZiN42pB1frXNyak,0.34,0.55,0.83,0,1,0.54,-4.1,0,0.29,93.62,4,0.45
John Mayer,Wildfire (feat. Frank Ocean),110,4wOYt5nULk1Cu8pwJWk26m,0.89,0.51,0.12,0,7,0.2,-17.25,1,0.04,85.95,4,0.37
Joji,SLOW DANCING IN THE DARK,110,6rY5FAWxCdAGllYEOZMbjW,0.54,0.52,0.48,0.01,3,0.19,-7.46,1,0.03,88.96,4,0.28
Kanye West,Lost in the World,110,2Im64pIz6m0EJKdUe6eZ8r,0.12,0.61,0.75,0.01,5,0.43,-5.25,0,0.18,117.07,4,0.28
Kendrick Lamar,Kush & Corinthians (feat. BJ The Chicago Kid),110,2QVYTN3Z0IGLVF7YEQN5EJ,0.73,0.38,0.73,0,1,0.5,-6,1,0.2,176.78,4,0.31
Kendrick Lamar,Rigamortus,110,2lD6AoA8qf2t4Dkf2TcmNK,0.24,0.52,0.81,0,2,0.2,-6.28,1,0.41,178.01,4,0.63
Lianne La Havas,Bittersweet - Radio Edit,110,7CNtRYYyhNJKXFr2bQ5rv2,0.35,0.57,0.41,0,5,0.22,-7.56,0,0.03,137.8,4,0.3
Lianne La Havas,Paper Thin,110,7kC97zPE0PxrcItXyGdk8P,0.65,0.71,0.24,0.21,0,0.11,-13.51,1,0.05,125.83,4,0.5
Mac Miller,2009,110,6dFn6my1sHK2bcf23GlHwM,0.77,0.53,0.5,0,6,0.1,-9.36,0,0.52,155.16,4,0.17
Noname,Window,110,0xt2rfiv6qpGYzypG0MziP,0.75,0.34,0.57,0,1,0.47,-9.47,1,0.12,173.65,4,0.41
The Strokes,New York City Cops,110,5g4cz7u4MrUTKDdo1TmABo,0.07,0.52,0.86,0,0,0.33,-7.68,1,0.04,107.97,4,0.49
Arctic Monkeys,Knee Socks,109,2LGdO5MtFdyphi2EihANZG,0.12,0.67,0.54,0,11,0.34,-8.32,0,0.03,97.98,4,0.59
Caroline Rose,Back at the Beginning,109,2romns4yqPPU4Nx4C6pRtV,0.26,0.68,0.91,0.04,1,0.09,-4.15,0,0.05,97.98,4,0.45
Clairo,Softly,109,3T5UHXDib3oiEArakaVQtM,0.33,0.76,0.44,0.01,0,0.1,-11.23,0,0.04,94.03,4,0.78
Indigo De Souza,Sick in the Head,109,20IiWOBAeH5L8CBpsUwgNV,0.01,0.41,0.48,0,7,0.33,-9.36,1,0.04,120.5,4,0.38
Metro Boomin,Space Cadet (feat. Gunna),109,1fewSx2d5KIZ04wsooEBOz,0.37,0.9,0.46,0,5,0.24,-9.79,0,0.06,109,4,0.64
Vince Staples,Yeah Right,109,35tWhD29yvWwB0IDRr6zsL,0.02,0.73,0.47,0,1,0.38,-9.03,1,0.09,118,4,0.29
Weyes Blood,Movies,109,6f4itfvWzS59Qu7JWorhxn,0.64,0.09,0.36,0.4,7,0.11,-8.93,0,0.03,71.4,4,0.09
Anderson .Paak,The Dreamer (feat. Talib Kweli & Timan Family Choir),108,2sNhYJ2ggd9BadlTXU3Mah,0.32,0.52,0.78,0,9,0.9,-4.16,1,0.26,164.68,4,0.39
Denzel Curry,WISH Feat. Kiddo Marv,108,0shSP8DgseLewHgAiMC4UL,0.23,0.66,0.77,0,5,0.43,-6.75,0,0.07,95.02,4,0.62
Drake,Passionfruit,108,5mCPDVBb16L4XQwDdbRUpz,0.26,0.81,0.46,0.09,11,0.11,-11.38,1,0.04,111.98,4,0.36
Fazerdaze,Bedroom Talks,108,3ytba1i5EIzd8eXKCmLet2,0.59,0.64,0.77,0.21,11,0.13,-10.29,1,0.03,104,4,0.77
Fazerdaze,Bigger,108,7qn9ibSYsIlkXi8MdLmu1O,0.07,0.5,0.64,0.06,7,0.09,-6.96,1,0.03,99.95,4,0.38
Jimi Hendrix,Crosstown Traffic,108,1ntxpzIUbSsizvuAy6lTYY,0.25,0.49,0.96,0,0,0.16,-5.59,0,0.13,113.13,4,0.53
Kanye West,Pt. 2,108,1Wsbr1d2BouNGk2q92mIj7,0.55,0.67,0.75,0,11,0.79,-4.07,1,0.33,145.08,4,0.24
OFWGKTA,White (feat. Frank Ocean),108,2gEmgpnxseKEVRTwkSGopN,0.74,0.51,0.07,0,3,0.17,-12.16,0,0.07,106.02,3,0.2
San Cisco,B Side,108,6miNS2pGDLQHyhoyNbfy06,0.21,0.78,0.8,0,4,0.57,-5.57,0,0.04,102.46,4,0.67
Clairo,Closer To You,107,3tmQZgIidnJjvJB9fOI9Go,0.16,0.76,0.38,0,0,0.11,-9.4,1,0.04,77,4,0.66
Clairo,Impossible,107,2t5d9SQpLGIK4o5K9BBp9j,0.26,0.43,0.62,0.01,0,0.13,-11.79,1,0.05,99.57,4,0.55
Frank Ocean,Pilot Jones,107,2ohegz9maxzroKBu9YhcCM,0.49,0.39,0.43,0,8,0.82,-13.47,1,0.37,118.99,1,0.39
Gnarls Barkley,Crazy,107,6o1l9I0faXJN2iqulHrdCQ,0.02,0.84,0.74,0.06,8,0.08,-1.61,1,0.03,111.96,4,0.61
Kanye West,Good Morning,107,6MXXY2eiWkpDCezVCc0cMH,0.08,0.48,0.63,0,7,0.15,-5.49,1,0.12,84.16,4,0.52
Kanye West,No More Parties in LA,107,0zLClc0emc6qUeV1p5nc99,0.25,0.51,0.92,0,5,0.22,-1.64,1,0.3,93.06,4,0.68
Lianne La Havas,Read My Mind,107,18yYhT8fTVjFK9IBPiows6,0.15,0.65,0.45,0,4,0.38,-9.62,0,0.05,94.02,4,0.44
Mac Miller,Circles,107,4jXl6VtkFFKIt3ycUQc5LT,0.9,0.61,0.03,0,9,0.11,-15.19,1,0.05,151.96,4,0.37
Mitski,Francis Forever,107,5411TEB6tlzvuF5A4oyldr,0,0.54,0.45,0,2,0.12,-9.17,1,0.03,101.99,4,0.32
Nilüfer Yanya,Like I Say (I Runaway),107,7f57Tz3uydJkSuVsQ7sj4l,0.05,0.68,0.77,0,2,0.09,-5.82,0,0.04,90,4,0.55
SZA,Nobody Gets Me,107,5Y35SjAfXjjG0sFQ3KOxmm,0.81,0.36,0.28,0,7,0.18,-8.29,1,0.03,99.8,3,0.28
Vampire Weekend,Campus,107,1eNrlXlW7Cj1QB1YUcZmpb,0.22,0.64,0.7,0.09,7,0.08,-5.82,1,0.07,162.98,4,0.65
Weiland,Mellotron,107,6LbKdujN458gdeBDn91gSt,0,0.6,0.92,0.04,0,0.07,-5.12,1,0.03,151.98,4,0.63
Wolf Alice,The Beach,107,7uELmcXg4U2iCcrXMvD8dj,0.26,0.7,0.33,0.49,8,0.14,-9.19,1,0.03,107.98,4,0.27
BROCKHAMPTON,BLEACH,106,0dWOFwdXrbBUYqD9DLsoyK,0.46,0.6,0.66,0,1,0.44,-6.5,0,0.18,156.09,4,0.72
Daft Punk,Instant Crush (feat. Julian Casablancas),106,2cGxRwrMyEAp8dEbuZaVv6,0.04,0.78,0.59,0.62,10,0.08,-9.52,0,0.03,109.94,4,0.52
Kacy Hill,Six,106,7fBsnjE8uxgYad3PSnlbxk,0.55,0.76,0.34,0,5,0.12,-12.7,0,0.07,123.92,4,0.23
Kendrick Lamar,Backseat Freestyle,106,3aGibUHhQyBsyumYHylw0K,0,0.55,0.65,0,1,0.24,-7.6,1,0.3,77.88,4,0.65
Melody Club,Fever Fever,106,6zTABzmPL5AMGsPcOZkPIB,0.07,0.69,0.92,0,9,0.08,-4.76,1,0.05,110.01,4,0.85
Mk.gee,Alesis,106,1fAaC0BVOACO5hmyiwIqAG,0.58,0.83,0.69,0,11,0.11,-7.85,0,0.07,108.08,4,0.42
The Backseat Lovers,Growing/Dying,106,5zMxLq47V3Gr0LlFvxiFXS,0.02,0.47,0.4,0.05,11,0.09,-7.79,1,0.03,89.96,4,0.24
Vampire Weekend,Hannah Hunt,106,6AY1M1akbsVaQN3ATVyzH7,0.71,0.65,0.31,0,4,0.1,-10.24,1,0.04,103.97,4,0.19
Kacy Hill,Dinner,105,4FYpaqcnY0rM886pw6nDB0,0.8,0.79,0.63,0.01,6,0.11,-7.78,1,0.06,111.03,4,0.27
Mitski,Why Didn't You Stop Me?,105,2nifujUVU1XyhTSHI2kQ8g,0,0.61,0.86,0.11,0,0.07,-5.22,1,0.04,120.04,4,0.56
Travis Scott,Pray 4 Love (feat. The Weeknd),105,2dJ4rGtsOHOgvTQawsCRtg,0.2,0.63,0.58,0,1,0.15,-4.7,1,0.04,79.94,4,0.21
Vince Staples,Rain Come Down,105,2zHmESGHFkWNllG1QvzBxT,0.42,0.88,0.4,0,8,0.11,-8.07,1,0.06,120.01,4,0.25
Clairo,North,104,2h7NZlyZSEG1KDXc0KMFUI,0.24,0.35,0.63,0,2,0.15,-6.26,1,0.05,96.93,4,0.54
Joey Bada$$,Temptation,104,3gJDgenxLephg09x86IxPs,0.4,0.78,0.71,0,10,0.87,-5.34,0,0.15,104.98,4,0.78
Kanye West,Wolves,104,432hUIl3ISDeytYW5XBQ5h,0.22,0.4,0.39,0,1,0.13,-8.03,1,0.09,155.86,4,0.1
Meek Mill,R.I.C.O. (feat. Drake),104,0Y0TOsE1q11qgbi7c5WZsG,0.32,0.73,0.6,0,1,0.22,-6.94,1,0.33,167.91,3,0.39
Slow Pulp,Worm,104,4RheyFcSibbAIEgaFdAJxU,0.18,0.19,0.71,0,7,0.35,-6.34,1,0.05,203.8,4,0.54
Vampire Weekend,Walcott,104,0BZY839qKXibapu4S0GYE2,0.51,0.4,0.56,0.02,5,0.22,-5.45,1,0.03,160.71,4,0.59
Wolf Alice,Play the Greatest Hits,104,0rSuev4QLH0DydIV7PosuX,0,0.32,0.84,0.83,0,0.09,-3.43,1,0.06,177.11,4,0.6
